Sector,Year,Month,Cereals and products,Meat and fish,Egg,Milk and products,Oils and fats,Fruits,Vegetables,Pulses and products,Sugar and Confectionery,Spices,Non-alcoholic beverages,"Prepared meals, snacks, sweets etc.",Food and beverages,"Pan, tobacco and intoxicants",Clothing,Footwear,Clothing and footwear,Housing,Fuel and light,Household goods and services,Health,Transport and communication,Recreation and amusement,Education,Personal care and effects,Miscellaneous,General index
Urban,2014,August,141.55127999999996,144.38684249999997,132.13721249999998,138.60229499999997,117.50570999999998,150.51165749999996,206.31552749999997,130.66271999999998,116.48490749999999,138.48887249999999,129.75534,141.43785749999998,146.20160249999998,139.509675,134.51908499999996,129.41507249999998,133.72512749999999,131.0029875,126.80635499999998,130.77614249999996,127.26004499999998,127.60031249999997,128.0540025,135.19961999999998,125.33186249999999,129.18822749999998,135.9935775
Rural+Urban,2014,August,139.16940749999998,141.09759,133.04459249999996,138.37544999999997,122.49629999999998,148.69689749999998,190.77664499999995,129.86876249999997,118.29966749999998,132.81774749999997,130.66271999999998,139.62309749999997,143.59288499999997,135.9935775,136.10699999999997,132.47747999999999,135.65330999999998,131.0029875,129.30164999999997,131.11640999999997,128.50769249999996,127.94057999999998,127.71373499999997,133.83854999999997,124.65132749999998,128.96138249999998,136.44726749999998
Rural,2014,September,137.98965810568114,138.1024869348763,132.91236079189892,138.44097342246178,124.56302743145706,146.45182029531819,179.1721807619147,129.75315357443444,118.13178416733291,129.64032474523927,131.44558601236184,138.32814459326661,141.37452298153593,134.83045088821666,137.31268513051018,134.49196440063116,136.86136981372954,130.99427069558118,130.6557842079957,131.67124367075215,129.18900942845863,127.27091933214089,127.04526167375057,131.55841484155698,123.09625265191997,128.28637879489736,136.4100544969489
Urban,2014,September,140.1334058603892,141.48735181073113,131.33275718316668,138.44097342246178,116.77783821699099,140.47189234797466,190.22940602304038,131.89690132914248,114.97257694986843,138.6666310808521,129.5274959160441,141.2616941523408,142.9541265902682,140.24623468958436,134.49196440063116,129.18900942845863,133.5893337670699,130.99427069558118,126.1426310401893,130.31729772041024,126.7067751861651,125.46565806501835,127.94789230731188,135.39459503419243,124.11171211467641,128.17354996570216,134.49196440063116
Rural+Urban,2014,September,138.6666310808521,139.34360405602305,132.34821664592312,138.44097342246178,121.74230670157804,143.63109956543914,182.89553212535495,130.43012654960538,117.11632470457647,132.6867031335086,130.6557842079957,139.68209054360855,141.93866712751174,136.29722566775374,136.18439683855857,132.23538781672795,135.5074238633876,130.99427069558118,128.9633517700683,130.99427069558118,128.28637879489736,126.36828869857962,127.60940581972638,133.8149914254602,123.5475679687006,128.28637879489736,135.5074238633876
Rural,2014,October,137.60411381513478,137.49187554938018,132.77786838768716,138.27754340966237,124.02328365882866,144.67512455767434,174.30602671688771,129.63519694655847,116.72779638477992,129.41072041504927,131.09429440136822,138.27754340966237,140.41007045899968,134.68591890551528,137.71635208088938,135.02263370277907,137.267399017871,130.98205613561362,130.64534133834985,131.8799622616504,129.41072041504927,126.38028723967518,126.82924030269356,131.20653266712281,122.67642446977351,127.95162296023953,135.80830156306126
Urban,2014,October,139.84887913022672,141.53245311654564,132.21667705891417,138.16530514390777,116.16660505600694,138.61425820692617,179.13227214433533,131.7677239958958,113.58512494365124,138.95097300418993,129.2984821492947,141.30797658503647,141.19573831928187,139.51216433296293,134.23696584249691,128.9617673520309,133.45129798221475,130.98205613561362,125.70685764514761,129.97191174382226,126.38028723967518,124.58447498760165,127.50266989722114,134.91039543702448,123.57433059581028,127.61490816297574,133.67577451372392
Rural+Urban,2014,October,138.27754340966237,138.95097300418993,132.55339185617797,138.27754340966237,121.10508874920917,141.86916791380946,175.98960070320666,130.30862654108603,115.71765199298855,132.55339185617797,130.30862654108603,139.73664086447212,140.74678525626348,135.92053982881583,136.36949289183423,132.55339185617797,135.80830156306126,130.98205613561362,128.7372908205217,130.98205613561362,128.2883377575033,125.48238111363841,127.16595509995736,133.33905971646013,123.01313926703729,127.83938469448493,134.79815717126988
Rural,2014,November,136.99552351883656,136.88387272542266,133.8693013032478,138.44698383321708,123.37412672234262,143.80622191708355,169.7092059891048,129.73822194693406,115.33526959654293,129.29161877327851,130.40812670741735,139.0052378002865,139.45184097394204,134.87415844397276,137.66542827931988,134.5392060637311,137.21882510566434,130.74307908765903,130.96638067448677,131.85958702179786,129.40326956669242,125.0488886235509,126.50034893793139,130.8547298810729,121.47606323430658,127.39355528524247,135.2091108242144
Urban,2014,November,139.0052378002865,140.2333965278392,136.99552351883656,139.11688859370037,115.22361880312904,136.43726955176714,171.0490155100714,133.19939654276448,111.42749182705695,139.11688859370037,129.29161877327851,141.68485684221972,140.01009494101146,140.45669811466698,134.31590447690334,128.845015599623,133.42269812959225,130.74307908765903,125.7187933840342,129.96152353376183,126.16539655768975,122.48092037503156,127.2819044918286,134.31590447690334,122.36926958161766,126.61199973134529,132.86444416252283
Rural+Urban,2014,November,137.66542827931988,138.1120314529754,135.09746003080053,138.67028542004485,120.35955530016774,140.3450473212531,170.15580916276033,130.8547298810729,113.9954600755763,132.52949178228118,129.96152353376183,140.2333965278392,139.67514256076979,136.32561875835324,136.32561875835324,132.19453940203954,135.76736479128382,130.74307908765903,128.95666639303687,130.96638067448677,128.17511083913968,123.70907910258428,126.94695211158694,132.86444416252283,121.81101561454824,127.05860290500082,134.09260289007557
Rural,2014,December,135.94526869633088,135.94526869633088,135.27887032036847,137.9444638242181,122.39516838509529,142.8313852479424,155.82615357920935,129.17021854071308,113.28772391360907,128.8370193527319,130.28088250065042,138.6108622001805,136.9448662602745,135.16780392437474,137.50019824024315,133.94607356844367,136.9448662602745,129.39235133270054,130.39194889664418,131.28048006459403,129.05915214471935,123.83903153301384,125.83822666090104,130.72514808462537,121.50663721714541,126.83782422484467,133.61287438046244
Urban,2014,December,137.72233103223064,138.49979580418676,140.27685814008652,138.72192859617425,114.39838787354641,135.83420230033715,156.60361835116547,133.39074158847498,108.62293528187222,139.2772605761429,128.94808574872562,141.72072128800505,137.72233103223064,140.38792453608025,134.0571399644374,128.6148865607444,133.27967519248125,129.39235133270054,125.50502747291985,129.72555052068176,125.72716026490733,120.840238841183,126.9488906208384,134.0571399644374,122.61730117708277,125.94929305689479,131.50261285658152
Rural+Urban,2014,December,136.50060067629957,136.83379986428076,137.16699905226196,138.2776630121993,119.50744208925819,139.61045976412413,156.0482863711968,130.61408168863161,111.73279436969678,132.28007762853764,129.72555052068176,140.05472534809905,137.2780654482557,136.61166707229327,136.16740148831835,131.72474564856896,135.50100311235593,129.39235133270054,128.5038201647507,130.50301529263788,127.83742178878826,122.28410198910154,126.50462503686346,132.7243432125126,121.95090280112035,126.39355864086971,132.61327681651886
Rural,2015,January,136.0071056588313,136.0071056588313,134.90225508483593,137.995836692023,122.63841371348721,144.0725148489976,146.17173093958883,129.48848727225857,111.03748268653571,129.48848727225857,130.26188267405533,138.76923209381974,135.6756504866327,135.56516542923316,137.4434114050253,134.34982979783823,137.00147117542716,129.5989723296581,130.81430796105303,131.3667332480507,128.82557692786133,122.63841371348721,125.95296543547335,130.59333784625395,121.7545332542909,126.50539072247103,132.91352405164423
Urban,2015,January,137.00147117542716,138.6587470364202,139.87408266781512,138.32729186422162,115.23591486771815,134.0183746256396,148.4919171449791,135.78613554403225,106.17614016095604,139.87408266781512,128.7150918704618,141.42087347140867,136.44904588842945,140.75796312701144,133.68691945344102,128.27315164086363,132.8030389942447,129.5989723296581,125.29005509107613,129.48848727225857,125.62151026327473,119.21337693410153,126.61587577987056,133.46594933864193,123.08035394308537,125.29005509107613,130.92479301845256
Rural+Urban,2015,January,136.33856083102992,136.89098611802763,136.78050106062807,138.10632174942253,119.87628727849875,139.432142438217,146.94512634138556,131.58770336284977,109.38020682554264,132.91352405164423,129.5989723296581,139.98456772521467,136.0071056588313,137.00147117542716,136.0071056588313,131.80867347764885,135.34419531443407,129.5989723296581,128.7150918704618,130.4828527888544,127.61024129646641,120.8706527950946,126.28442060767196,132.25061370724703,122.3069585412886,125.95296543547335,132.02964359244794
Rural,2015,February,135.62494384022798,136.7240114564373,134.1961559391559,138.2627061191303,122.54603920733727,142.2193495374838,140.90046839803261,130.5692328056652,109.9067616209303,130.34941928242333,130.5692328056652,139.3617737353396,134.9655032705024,136.50419793319543,137.8230790726466,134.85559650888146,137.38345202616287,129.79988547431867,131.88811394511634,131.44848689863264,129.36025842783496,121.8865986376117,126.17296234082798,130.45932604404427,121.77669187599076,126.39277586406983,132.54755451484192
Urban,2015,February,136.61410469481635,139.0320534504768,131.3385801370117,138.04289259588845,115.29219294035589,133.64662213105123,144.85711181638615,137.4933587877838,104.41142353988378,140.350934589928,128.37109757324657,141.34009544451635,135.95466412509077,140.7905616364117,133.31690184618844,128.04137728838379,132.54755451484192,129.79988547431867,125.29370824786054,129.36025842783496,125.40361500948146,117.38042141115355,126.28286910244891,132.32774099160008,122.76585273057914,124.4144541548931,130.45932604404427
Rural+Urban,2015,February,135.95466412509077,137.4933587877838,133.09708832294658,138.1527993575094,119.90827692843494,138.2627061191303,142.2193495374838,132.87727479970474,108.03834667337448,133.64662213105123,129.68997871269775,140.24102782830704,135.2952235553652,137.60326554940474,136.0645708867117,131.99802070673726,135.51503707860704,129.79988547431867,129.36025842783496,130.45932604404427,127.82156376514193,119.46864988195124,126.28286910244891,131.55839366025356,122.21631892247449,125.40361500948146,131.55839366025356
Rural,2015,March,134.8057305377503,136.33637143598915,129.99514485757106,137.75768084149664,122.23260887364543,143.11492398533264,139.94431069612358,131.08845978488452,108.12884631130174,130.54180232122778,129.99514485757106,139.61631621792955,134.5870675522876,136.33637143598915,137.75768084149664,134.36840456682492,137.21102337783992,129.667150379377,131.85378023400392,131.41645426307855,129.22982440845163,122.01394588818275,126.27787410470526,130.54180232122778,121.13929394633197,126.27787410470526,132.40043769766066
Urban,2015,March,135.57105098686972,138.52300129061607,124.09124425007833,137.64834934876532,114.57940438245117,135.35238800140704,143.66158144898938,139.0696587542728,101.89695122561498,139.2883217397355,127.91784649567546,141.25628860889972,135.46171949413838,140.81896263797435,133.05642665404875,127.80851500294412,132.18177471219798,129.667150379377,125.07522768466046,129.01116142298892,124.9658961919291,118.51533812077966,126.16854261197392,131.85378023400392,121.6859514099887,124.41923872827236,130.21380784303372
Rural+Urban,2015,March,135.02439352321298,137.10169188510858,127.69918351021276,137.75768084149664,119.38999006263043,139.50698472519818,141.25628860889972,133.82174710316818,106.05154794940616,133.49375262497412,129.12049291572026,140.38163666704898,134.91506203048164,137.53901785603395,135.89904546506375,131.63511724854123,135.2430565086757,129.667150379377,129.33915590118295,130.3231393357651,127.58985201748142,120.15531051174986,126.16854261197392,131.3071227703472,121.35795693179466,125.40322216285449,131.41645426307855
Rural,2015,April,134.1001366163913,136.49283978391816,127.46582328824867,137.90670983745676,121.70158383920672,145.95489321913797,138.66802448166985,132.14247038841478,106.36653172005734,130.29356339532586,129.85852645577552,139.97313530032085,134.42641432105404,136.71035825369333,137.47167289790642,134.1001366163913,137.03663595835607,129.64100798600035,131.81619268375204,131.4899149790893,128.98845257667483,121.70158383920672,126.37823093937283,130.40232263021346,121.37530613454395,126.16071246959766,132.14247038841478
Urban,2015,April,134.6439327908292,139.4293391258829,119.6351583763426,137.36291366301882,113.65340045752548,142.03956076318494,142.25707923296014,142.80087540739805,99.62345915702711,138.88554295144502,127.46582328824867,140.84320917942154,135.5140066699299,141.49576458874702,132.7950257977403,127.46582328824867,131.9249519186396,129.64100798600035,124.74684241605907,128.7709341068997,124.63808318117147,117.89501061814127,125.72567553004731,132.35998885818995,121.59282460431912,124.20304624162115,130.1848041604383
Rural+Urban,2015,April,134.31765508616647,137.47167289790642,124.42056471139632,137.6891913676816,118.76508449724194,144.10598622604905,139.86437606543325,135.73152513970507,104.08258778741808,133.12130350240307,128.87969334178726,140.4081722398712,134.86145126060438,138.01546907234433,135.6227659048175,131.3811557442017,134.97021049549198,129.64100798600035,129.09721181156243,130.1848041604383,127.35706405336109,119.74391761123019,126.05195323471008,131.59867421397686,121.48406536943155,125.1818793556094,131.27239650931412
Rural,2015,May,133.61461582676756,137.50945483062475,126.90683754234684,138.15859466460097,121.71371887053725,145.0827528936804,139.02411444323587,134.4801356054025,105.59341299346164,130.5852966015453,130.04434673989846,140.43058408351766,134.58832557773187,137.0766949413073,137.7258347752835,134.26375566074375,137.18488491363664,129.39520690592227,131.8835762694977,131.45081638018024,129.17882696126355,122.57923864917218,126.25769770837064,130.36891665688657,121.49733892587851,126.47407765302938,132.42452613114455
Urban,2015,May,133.93918574375564,140.32239411118826,120.41543920258485,136.96850496897792,113.81585089049351,141.51248380681133,146.7056024786209,154.27890054167653,98.23649487506474,139.34868436022398,127.33959743166432,140.53877405584703,136.42755510733107,142.05343366845815,132.42452613114455,127.01502751467622,131.55900635250958,129.39520690592227,124.31027820644205,128.42149715495796,124.31027820644205,119.87448934093801,125.50036790206508,131.99176624182707,121.6055288982079,124.63484812343015,130.5852966015453
Rural+Urban,2015,May,133.72280579909693,138.48316458158905,124.41846817877142,137.7258347752835,118.79258961764435,143.4599033087399,141.62067377914067,141.18791388982322,103.10504362988623,133.5064258544382,128.9624470166048,140.43058408351766,135.23746541170806,138.37497460925968,135.67022530102554,131.2344364355215,134.91289549471995,129.39520690592227,128.9624470166048,130.04434673989846,127.33959743166432,121.17276900889041,125.82493781905318,131.34262640785087,121.49733892587851,125.60855787439444,131.55900635250958
Rural,2015,June,133.56099851922508,140.3412909500963,131.4085247316469,138.51168823065484,122.79862958133425,143.3547542527057,145.50722804028388,141.95564629077992,103.6416128718886,132.3771379360571,130.33228783785782,141.20228046512756,136.25159075369777,137.9735697837603,138.18881716251815,134.63723541301417,137.7583224050025,128.07219036090078,131.94664317854145,132.16189055729927,129.57892201220548,122.90625327071318,126.88832977773278,131.300901042268,121.61476899816627,126.88832977773278,133.56099851922508
Urban,2015,June,133.02288007233054,144.64623852525264,130.11704045910002,137.00495657935014,114.0811107416427,142.38614104829557,157.88395231885832,159.39068397016305,96.64607306225956,140.44891463947522,126.99595346711168,140.44891463947522,138.29644085189705,142.17089366953772,132.59238531481492,126.56545870959604,131.62377211040473,128.07219036090078,123.87486647512334,128.28743773965857,124.19773754326008,120.21566103624046,125.05872705829134,133.23812745108836,121.07665055127173,124.84347967953352,130.9780299741313
Rural+Urban,2015,June,133.34575114046729,141.84802260140103,130.87040628475236,137.9735697837603,119.569918899967,142.9242594951901,149.7045519260613,147.87494920661987,101.27389170555261,135.06773017052979,128.93317987593204,140.87940939699084,137.00495657935014,139.04980667754938,136.03634337493997,131.300901042268,135.2829775492876,128.07219036090078,128.93317987593204,130.33228783785782,127.53407191400622,121.50714530878737,125.81209288394369,132.484761625436,121.39952161940845,125.9197165733226,132.3771379360571
Rural,2015,July,132.7548593462005,140.78438712923685,130.61365193739084,137.78669675690327,121.51352044994967,142.71147379716555,150.7410015802019,143.24677564936798,100.74380858449571,132.1124971235576,129.543048232986,140.9985078701178,136.50197231161746,138.53611934998668,137.89375712734378,134.36076490280777,137.35845527514135,128.36538415814067,131.6842556417957,131.6842556417957,129.328927492105,122.15588267259257,126.33123711977146,131.5771952713552,120.65703748642579,126.43829749021194,133.5042819392839
Urban,2015,July,131.89837638267664,143.7820775015704,127.93714267637873,136.71609305249845,113.80517377823479,142.17617194496316,164.33766862614337,160.05525380852401,91.75073746749504,140.78438712923685,126.65241823109291,140.3561456474749,138.64317972042716,142.49735305628457,132.21955749399808,126.22417674933098,131.36307453047422,128.36538415814067,123.44060711787839,127.93714267637873,124.19002971096177,119.37231304113998,124.83239193360467,134.2537045323673,119.58643378202095,124.51121082228322,131.04189341915279
Rural+Urban,2015,July,132.43367823487907,141.8549908336417,129.543048232986,137.35845527514135,118.72995081849709,142.49735305628457,155.3445975091427,148.92097528271364,97.74611821216214,135.00312712545067,128.36538415814067,140.67732675879637,137.25139490470085,139.60672305439152,135.6454893480936,130.93483304871228,135.00312712545067,128.36538415814067,128.57950489902163,129.86422934430743,127.4018408241763,120.65703748642579,125.47475415624758,133.18310082796245,120.22879600466385,125.47475415624758,132.32661786443856
Rural,2015,August,132.8055,139.8345,129.18449999999999,137.172,121.41,142.92299999999997,163.58399999999997,146.8635,99.15149999999998,131.9535,129.39749999999998,141.11249999999998,138.237,138.5565,137.9175,134.5095,137.385,128.7585,131.84699999999998,131.7405,128.9715,120.984,126.2025,131.634,119.8125,125.883,134.29649999999998
Urban,2015,August,131.1015,140.26049999999998,125.77649999999998,136.32,113.74199999999999,138.5565,176.2575,166.14,90.8445,141.32549999999998,126.52199999999999,140.26049999999998,139.6215,142.92299999999997,131.7405,125.883,130.8885,128.7585,122.79449999999999,127.8,124.17899999999999,117.0435,124.818,134.403,119.28,123.753,131.208
Rural+Urban,2015,August,132.273,139.941,127.9065,136.8525,118.641,140.89950000000002,167.844,153.35999999999999,96.3825,135.042,128.226,140.6865,138.7695,139.72799999999998,135.468,130.8885,134.82899999999998,128.7585,128.439,129.93,127.161,118.9605,125.457,133.23149999999998,119.59949999999999,124.818,132.91199999999998
Rural,2015,September,132.53414584332924,138.89069960080306,127.87267308784844,136.87779091093634,121.51611933037461,140.16201035229784,168.3427320104318,150.54438148950507,97.99687042772146,132.85197353120293,129.1439838393432,140.58578060279606,138.7847570381785,138.7847570381785,138.14910166243112,134.3351694079468,137.6193888493083,128.8261561514695,131.05094996658536,131.89849046758187,128.6142710262204,120.56263626675353,126.70730489897822,131.89849046758187,120.45669370412898,125.85976439798172,134.54705453319596
Urban,2015,September,130.73312227871168,136.66590578568722,122.46960239399567,135.9243078473153,113.35854200828321,131.36877765445905,178.5132180223899,175.22899858102843,91.4284315449985,142.3868041674137,126.17759208585541,140.16201035229784,139.3144698513013,142.70463185528735,131.36877765445905,125.6478792727326,130.52123715346252,128.8261561514695,121.93988958087286,127.55484539997475,124.05874083336414,115.58333582339904,124.27062595861327,134.01734172007312,119.60915320313246,123.10525776974308,130.8390648413362
Rural+Urban,2015,September,132.00443303020643,138.14910166243112,125.75382183535716,136.55996322306268,118.54972757688684,136.03025040993984,171.83883657704237,158.9138439368456,95.77207661260563,136.03025040993984,127.87267308784844,140.37389547754697,138.99664216342762,139.84418266442412,135.50053759681703,130.73312227871168,134.7589396584451,128.8261561514695,127.55484539997475,129.88558177771515,126.91919002422736,117.91407220113945,125.33005158485891,133.16980121907662,120.13886601625529,124.48251108386239,132.85197353120293
Rural,2015,October,132.36738196034995,137.42600802252892,127.30875589817096,136.3721275929083,122.03935375006786,140.37687322546665,166.19694375117186,162.5083622474997,98.74859625545216,133.42126238997056,128.8895765426019,140.2714851825046,138.90144062399781,138.5852764951116,138.16372432326335,134.158978690705,137.63678410845304,128.99496458556396,131.1027254448052,131.84044174553964,128.57341241371572,119.93159289082662,126.57103959743652,131.84044174553964,120.35314506267487,125.62254721077798,134.58053086255325
Urban,2015,October,130.2596211011087,135.5290232492118,122.14474179302992,135.42363520624974,114.87296682864765,130.78656131591902,174.7333752310989,197.28641642498016,94.21691040808348,143.1169623424803,125.8333232967021,140.06070909658047,139.74454496769428,142.59002212766998,131.1027254448052,125.20099503892972,130.2596211011087,128.99496458556396,121.0908613634093,127.20336785520891,124.04172656634704,115.18913095753382,124.04172656634704,133.3158743470085,119.61542876194044,122.7770700508023,130.89194935888108
Rural+Urban,2015,October,131.73505370257757,136.79367976475655,125.3063830818918,136.0559634640221,119.40465267601631,135.95057542106005,169.04242091114753,174.2064350162886,97.27316365398327,136.68829172179449,127.62492002705714,140.16609713954253,139.21760475288397,139.63915692473222,135.42363520624974,130.47039718703283,134.6859189055153,128.99496458556396,127.30875589817096,129.62729284333633,126.88720372632272,117.40227985973713,125.09560699596766,132.68354608923613,120.03698093378868,124.25250265227118,132.89432217516026
Rural,2015,November,132.19873285906914,136.9163720174023,127.58593012647674,135.7631713342542,123.497309522588,138.48891840351337,162.70613274962355,168.57697259110483,99.07042232499631,134.50513422536537,129.05364008684705,140.69048334406884,138.80342768073558,138.5937548292541,138.48891840351337,134.4002977996246,137.85989984906894,128.84396723536557,131.67455073036547,131.67455073036547,128.52945795814335,119.51352534444,126.74723872055084,131.88422358184695,119.72319819592147,125.38436518592125,134.50513422536537
Urban,2015,November,129.99716791851367,136.07768061147644,127.37625727499525,134.81964350258758,115.32006831481053,129.68265864129148,172.56075676925283,200.86659171925177,95.19147457258904,143.7307396905502,125.59403803740273,140.16630121536514,139.74695551240222,144.2549218192539,131.04553217592104,125.06985590869904,130.20684076999515,128.84396723536557,120.6667260275881,126.85207514629157,123.8118187998102,114.58621333462536,123.60214594832874,132.72291498777284,118.77967036425484,122.23927241369914,130.6261864729581
Rural+Urban,2015,November,131.464877878884,136.6018627401801,127.48109370073598,135.44866205703198,120.45705317610663,134.4002977996246,166.06089837332715,179.47996086814146,97.81238521610747,137.54539057184672,127.58593012647674,140.48081049258735,139.11793695795777,140.0614647896244,135.55349848277274,130.52135004721737,134.81964350258758,128.84396723536557,127.48109370073598,129.36814936406927,126.74723872055084,116.89261470092157,124.96501948295831,132.40840571055062,119.30385249295851,123.8118187998102,132.72291498777284
Rural,2015,December,131.7153597559498,136.92974454438806,128.58672888288686,135.36542910785658,123.37234409444862,137.2426076316943,151.7385973435526,169.05035484116755,99.49046176340151,134.42683984593768,128.58672888288686,140.8926769836011,137.03403224015682,138.80692306822579,138.18119689361322,134.00968906286263,137.55547071900062,127.64813962096798,131.0896335813372,131.4024966686435,128.37815349134934,118.88797317639174,126.81383805481785,130.98534588556845,118.9922608721605,124.9366595309801,133.38396288825004
Urban,2015,December,129.6296058405745,137.34689532746307,132.54966132209992,134.1139767586314,114.71646534564115,125.97953648866773,155.3886666954594,198.25090965642167,96.67469397764486,144.54274633550784,125.35381031405515,139.95408772168219,137.13831993592555,144.1255955524328,130.77677049403093,124.6237964436738,129.83818123211205,127.64813962096798,120.97372709176703,126.18811188020527,123.68520718175492,113.9864514752598,123.16376870291109,132.0282228432561,118.05367161024164,121.70374096214839,129.31674275326822
Rural+Urban,2015,December,131.0896335813372,137.03403224015682,130.15104431941833,134.9482783247815,120.24371322138568,132.0282228432561,152.99004969277777,178.85339824343143,98.55187250148263,137.76404611053815,127.23098883789292,140.47552620052602,137.03403224015682,140.2669508089885,135.2611414120878,130.15104431941833,134.53112754170644,127.64813962096798,127.23098883789292,128.89959197019314,126.60526266328034,116.28078078217263,124.72808413944256,131.61107206018104,118.57511008908546,123.37234409444862,131.50678436441225
Rural,2016,January,131.54465050010725,138.18412812787292,131.23342498630575,135.1756148277916,123.34904530333402,136.5242587209315,145.34231494530778,169.92913053562754,101.35577566136025,134.44942196225472,128.9511045517613,140.98515775208656,136.31677504506385,138.59909547960828,138.18412812787292,133.7232290967179,137.5616771002699,128.01742801035675,130.92219947250422,131.33716682423957,128.32865352415826,117.85072789284057,125.94259125167999,130.92219947250422,119.19937178598047,124.59394735854008,132.89329439324715
Urban,2016,January,129.36607190349665,140.98515775208656,136.93922607266686,134.03445461051936,113.80479621342087,123.45278714126785,149.4919884626613,191.09246547413056,100.31835728202186,144.71986391770474,125.00891471027543,139.7402556968805,136.10929136919614,144.71986391770474,130.50723212076886,124.28272184473856,129.57355557936432,128.01742801035675,121.27420854465726,126.15007492754765,123.55652897920169,112.97486150995017,122.93407795159867,131.12968314837192,118.26569524457592,121.1704667067234,128.84736271382747
Rural+Urban,2016,January,130.8184576345704,139.11780466927746,133.41200358291636,134.76064747605625,119.82182281358351,130.40349028283504,146.79470067638152,177.08731735306236,101.04455014755874,137.87290261407142,127.29123514481988,140.36270672448356,136.21303320713,140.25896488654968,135.1756148277916,129.781039255232,134.3456801243209,128.01742801035675,127.29123514481988,128.84736271382747,126.565042279283,115.2571819444946,124.28272184473856,131.02594131043807,118.78440443424512,122.93407795159867,131.02594131043807
Rural,2016,February,131.1657220846971,137.9768453400787,131.78491510791363,134.88088022399617,122.2906220852605,134.57128371238792,135.08727789840168,168.0077069660794,101.8572523191157,134.7776813867934,128.79214882903383,140.763213944553,134.46808487518518,138.69923720049798,138.18324301448422,133.95209068917143,137.66724882847046,128.37935348022285,131.57851743350813,131.1657220846971,128.27615464302008,117.54347557393393,126.21217789896504,131.1657220846971,120.53624185281372,124.76739417812654,131.99131278231914
Urban,2016,February,128.79214882903383,139.42162906091724,134.46808487518518,133.7456930147659,111.8675395277826,122.39382092246323,133.33289766595487,182.0427488256536,102.2700476679267,144.1687755722438,124.45779766651826,139.52482789811998,133.22969882875213,144.47837208385207,130.23693254987236,123.9418034805045,129.3081430150476,128.37935348022285,119.7106511551917,125.69618371295128,123.32261045728801,112.58993138820185,122.60021859686874,130.3401313870751,119.9170488295972,120.94903720162472,127.76016045700632
Rural+Urban,2016,February,130.44333022427787,138.49283952609247,132.81690347994112,134.46808487518518,118.47226510875869,128.8953476662366,134.46808487518518,172.75485347740596,101.96045115631846,137.87364650287597,126.9345697593843,140.1440209213365,134.05528952637417,140.24721975853925,135.08727789840168,129.82413720106135,134.36488603798242,128.37935348022285,127.03776859658706,128.58575115462833,126.41857557337055,114.96350464386515,124.14820115491001,130.64972789868335,120.32984417840821,122.90981510847699,130.03053487546686
Rural,2016,March,130.68449788451096,137.97326406660073,128.42600695484933,133.9695756003824,121.4452168086225,135.20147974383417,134.17489295762434,165.48578993702407,103.06931333546662,134.27755163624536,128.22068959760736,140.64238971074627,133.86691692176143,138.5892161383266,137.97326406660073,133.66159956451943,137.35731199487483,128.22068959760736,130.376521848648,131.0951325989949,128.1180309189864,116.62025891343632,125.75688131070378,130.88981524175293,120.52128870103367,124.31965981001002,131.40310863485783
Urban,2016,March,128.1180309189864,139.9237789603994,126.98878545415558,133.14830617141453,110.76871423204032,123.08775566655824,131.5057673134788,174.8277296915335,104.50653483616037,143.82480874799674,123.9090250955261,138.99985085281057,132.3270367424467,144.33810214110164,129.76056977692213,123.49839038104216,128.83664166933326,128.22068959760736,117.85216305688812,125.55156395346181,122.88243830931627,111.38466630376621,122.26648623759037,129.76056977692213,120.21331266517072,120.41863002241269,127.09144413277656
Rural+Urban,2016,March,129.8632284555431,138.6918748169476,127.91271356174441,133.66159956451943,117.54418702102517,129.55525241968016,133.25096485003553,168.66820897427456,103.58260672857153,137.4599706734958,126.37283338242968,139.9237789603994,133.25096485003553,140.12909631764137,134.79084502935027,129.45259374105916,133.9695756003824,128.22068959760736,125.6542226320828,128.42600695484933,126.16751602518772,113.8484745906698,123.8063664169051,130.27386317002703,120.41863002241269,122.47180359483234,129.34993506243816
Rural,2016,April,130.1025964758519,138.27230426083477,126.01774258336049,134.08532902103104,120.70743252312162,141.02958063826645,136.94472674577503,166.1514320770887,107.22741467789992,134.18745036834332,128.06016952960618,140.31473120708048,134.59593575759249,138.37442560814705,137.8638188715856,133.37047958984505,137.25109078771192,128.26441222423077,129.69411108660276,130.71532455972562,127.85592683498162,116.82682132525477,125.8134998887359,130.61320321241334,120.91167521774621,124.28167967905162,131.73653803284847
Urban,2016,April,127.54956279304477,142.2550368060139,122.44349542743049,132.96199420059588,111.21014722307906,133.88108632640646,139.70200312320677,180.6526633954333,111.41438991770363,143.37837162644905,123.6689515951779,138.7829109973962,134.59593575759249,144.50170644688419,129.48986839197818,123.0562235113042,128.46865491885532,128.26441222423077,117.03106401987934,125.40501449948675,122.54561677474277,112.3334820435142,122.03501003818134,130.30683917047648,120.0947044392479,120.70743252312162,127.95804818229391
Rural+Urban,2016,April,129.28562569735362,139.70200312320677,124.58804372098848,133.6768436317819,117.2353067145039,137.65957617696105,137.8638188715856,171.05325674807844,108.65711354027192,137.25109078771192,126.22198527798504,139.59988177589446,134.59593575759249,140.0083671651436,134.59593575759249,129.08138300272904,133.77896497909418,128.26441222423077,124.89440776292533,128.16229087691846,125.8134998887359,114.4780303370722,123.6689515951779,130.40896051778876,120.60531117580933,122.54561677474277,130.00047512853962
